Organism MutS Tudor_domain Tudor_dist PWWP_domain PWWP_dist Tudor_call PWWP_call
"Saccharomyces cerevisiae YJM1463" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1447" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1273" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1527" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1434" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1573" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM456" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1387" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1402" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM555" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1307" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM193" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1338" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM990" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM271" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM972" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1450" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM969" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1399" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1415" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1388" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1083" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1479" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1386" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM453" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM987" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM689" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1574" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1252" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1478" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1526" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM693" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1311" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1383" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1400" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1549" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1208" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1304" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1190" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1202" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1444" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM683" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1592" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1385" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1199" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1419" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM682" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1341" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1133" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1433" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM681" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1443" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1250" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1389" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1248" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM554" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1615" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1342" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM195" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM470" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1355" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1439" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1401" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM541" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae YJM1078" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus neoformans var. grubii" 14 0 Inf 0 1048473 Absent Absent
"Arachis hypogaea" 4 8 7030 0 2537787 Present Absent
"Fusarium fujikuroi" 17 0 358722 0 142079 Absent Absent
"Zymoseptoria tritici ST99CH_3D1" 1 0 3035246 0 282461 Absent Absent
"Zymoseptoria tritici ST99CH_3D7" 1 0 Inf 0 321106 Absent Absent
"Zymoseptoria tritici ST99CH_1A5" 1 0 Inf 0 290071 Absent Absent
"Zymoseptoria tritici ST99CH_1E4" 1 0 Inf 0 302295 Absent Absent
"Rhizophagus irregularis" 13 0 Inf 0 Inf Absent Absent
"Blumeria graminis f. sp. tritici" 1 0 Inf 0 1372073 Absent Absent
"Plasmodium vinckei lentum" 1 0 Inf 0 Inf Absent Absent
"Plasmodium vinckei" 1 0 Inf 0 Inf Absent Absent
"Komagataella pastoris" 1 0 Inf 0 1290753 Absent Absent
"Scheffersomyces stipitis" 1 0 141816 0 713296 Absent Absent
"Saccharomyces cerevisiae CEN.PK113-7D" 1 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae R103" 1 0 Inf 0 Inf Absent Absent
"Oryza sativa" 1 2 192 0 11769081 Present Absent
"Oryza sativa Indica Group" 1 2 195 0 10521719 Present Absent
"Triticum aestivum" 2 2 207 0 Inf Present Absent
"Candida albicans WO-1" 1 0 1775275 0 Inf Absent Absent
"Capra hircus" 1 0 Inf 2 11733 Absent Present
"Apis mellifera carnica" 1 0 Inf 0 Inf Absent Absent
"Brassica rapa" 2 4 6663 0 1966552 Present Absent
"Brassica rapa subsp. trilocularis" 1 2 6537 0 1918660 Present Absent
"Fusarium oxysporum f. sp. radicis-cucumerinum" 1 0 Inf 0 Inf Absent Absent
"Toxoplasma gondii" 1 0 1757412 0 319400 Absent Absent
"Trypanosoma brucei equiperdum" 1 0 Inf 0 1385702 Absent Absent
"Populus trichocarpa" 4 2 208 0 1722089 Present Absent
"Helianthus annuus" 1 2 273 0 Inf Present Absent
"Channa argus" 1 0 Inf 2 7049 Absent Present
"Cocos nucifera" 1 0 Inf 0 Inf Absent Absent
"Agaricus bisporus var. burnettii" 1 0 127544 0 Inf Absent Absent
"Panicum miliaceum" 1 2 300 0 8972089 Present Absent
"Vigna angularis var. angularis" 1 2 267 0 4744588 Present Absent
"Vanilla planifolia" 4 6 255 0 1011702 Present Absent
"Octopus vulgaris" 3 0 Inf 6 0 Absent Present
"Nannochloropsis gaditana" 1 2 4244 0 Inf Present Absent
"Saccharomyces boulardii (nom. inval.)" 2 0 Inf 0 Inf Absent Absent
"Arabis alpina" 1 2 6351 0 14050373 Present Absent
"Leishmania braziliensis" 1 0 Inf 0 Inf Absent Absent
"Cervus elaphus hippelaphus" 2 0 Inf 2 5665 Absent Present
"Paspalum vaginatum" 1 2 285 0 15072882 Present Absent
"Lepeophtheirus salmonis" 1 0 342346 0 16041116 Absent Absent
"Valsa mali" 1 0 Inf 0 128105 Absent Absent
"Plasmodium chabaudi adami" 2 0 Inf 0 Inf Absent Absent
"Panicum hallii var. hallii" 1 2 303 0 13043897 Present Absent
"Chrysodeixis includens" 1 0 Inf 0 Inf Absent Absent
"Solanum commersonii" 1 2 285 0 4307161 Present Absent
"Actinidia rufa" 2 4 273 0 Inf Present Absent
"Trichophyton rubrum CBS 289.86" 1 0 Inf 0 Inf Absent Absent
"Trichophyton rubrum CBS 100081" 1 0 Inf 0 Inf Absent Absent
"Ogataea parapolymorpha" 3 0 71310 0 Inf Absent Absent
"Metarhizium robertsii" 1 0 4033693 0 1092340 Absent Absent
"Talaromyces pinophilus" 3 0 Inf 0 515230 Absent Absent
"Trichoderma longibrachiatum ATCC 18648" 1 0 Inf 0 22296 Absent Absent
"Ceratocystis fimbriata CBS 114723" 1 0 Inf 0 Inf Absent Absent
"Zygosaccharomyces bailii CLIB 213" 1 0 Inf 0 152500 Absent Absent
"Lipomyces starkeyi NRRL Y-11557" 1 0 28651 0 401632 Absent Absent
"Blastomyces dermatitidis ATCC 18188" 1 0 Inf 0 Inf Absent Absent
"Moesziomyces antarcticus" 1 0 Inf 0 183923 Absent Absent
"Aspergillus minisclerotigenes" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus floricola" 1 0 Inf 0 Inf Absent Absent
"Kluyveromyces dobzhanskii CBS 2104" 1 0 Inf 0 Inf Absent Absent
"Aspergillus ochraceoroseus" 1 0 Inf 0 Inf Absent Absent
"Fonsecaea multimorphosa" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus depauperatus CBS 7841" 1 0 Inf 0 Inf Absent Absent
"Kwoniella heveanensis CBS 569" 1 0 Inf 0 Inf Absent Absent
"Emmonsia crescens UAMH 3008" 1 0 Inf 0 Inf Absent Absent
"Komagataella kurtzmanii" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum asianum" 1 0 Inf 0 Inf Absent Absent
"Fusarium longipes" 1 0 Inf 0 Inf Absent Absent
"Wickerhamomyces mucosus" 1 0 Inf 0 Inf Absent Absent
"Trichomonascus ciferrii" 1 0 Inf 0 Inf Absent Absent
"Wickerhamomyces pijperi" 2 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae AWRI1631" 2 0 Inf 0 Inf Absent Absent
"Saccharomyces cerevisiae RM11-1a" 1 0 Inf 0 Inf Absent Absent
"Candida albicans" 2 0 Inf 0 Inf Absent Absent
"Candida albicans P87" 1 0 Inf 0 Inf Absent Absent
"Candida albicans L26" 1 0 Inf 0 Inf Absent Absent
"Candida albicans P37039" 1 0 Inf 0 Inf Absent Absent
"Candida albicans P76055" 1 0 1779060 0 Inf Absent Absent
"Candida albicans P75063" 1 0 Inf 0 Inf Absent Absent
"Candida albicans P57072" 1 0 Inf 0 Inf Absent Absent
"Candida albicans 12C" 1 0 Inf 0 Inf Absent Absent
"Candida albicans P94015" 1 0 Inf 0 Inf Absent Absent
"Candida albicans 19F" 1 0 Inf 0 Inf Absent Absent
"Candida albicans P60002" 1 0 Inf 0 Inf Absent Absent
"Candida albicans Ca6" 1 0 Inf 0 Inf Absent Absent
"Candida albicans P37037" 1 0 Inf 0 Inf Absent Absent
"Candida albicans P76067" 1 0 Inf 0 Inf Absent Absent
"Candida albicans P75010" 1 0 Inf 0 Inf Absent Absent
"Candida albicans P37005" 1 0 Inf 0 Inf Absent Absent
"Candida albicans P78042" 1 0 Inf 0 Inf Absent Absent
"Candida albicans GC75" 1 0 Inf 0 Inf Absent Absent
"Candida albicans P78048" 1 0 Inf 0 Inf Absent Absent
"Candida albicans P57055" 1 0 Inf 0 Inf Absent Absent
"Candida albicans P34048" 1 0 Inf 0 Inf Absent Absent
"Candida albicans P75016" 1 0 Inf 0 Inf Absent Absent
"Candida albicans Ca529L" 1 0 1803722 0 Inf Absent Absent
"Plasmodium falciparum NF54" 3 0 Inf 0 311412 Absent Absent
"Plasmodium falciparum Dd2" 1 0 Inf 0 Inf Absent Absent
"Plasmodium falciparum HB3" 1 0 Inf 0 Inf Absent Absent
"Plasmodium falciparum IGH-CR14" 1 0 Inf 0 Inf Absent Absent
"Plasmodium falciparum RAJ116" 1 0 Inf 0 Inf Absent Absent
"Plasmodium falciparum NF135/5.C10" 1 0 Inf 0 336531 Absent Absent
"Plasmodium falciparum 7G8" 1 0 Inf 0 349368 Absent Absent
"Plasmodium falciparum CAMP/Malaysia" 1 0 Inf 0 346206 Absent Absent
"Plasmodium falciparum Santa Lucia" 1 0 Inf 0 322889 Absent Absent
"Plasmodium falciparum Vietnam Oak-Knoll (FVO)" 1 0 Inf 0 Inf Absent Absent
"Plasmodium falciparum Tanzania (2000708)" 1 0 Inf 0 Inf Absent Absent
"Plasmodium falciparum UGT5.1" 1 0 Inf 0 Inf Absent Absent
"Plasmodium falciparum MaliPS096_E11" 1 0 Inf 0 Inf Absent Absent
"Plasmodium falciparum Palo Alto/Uganda" 1 0 Inf 0 318672 Absent Absent
"Plasmodium falciparum FCH/4" 1 0 Inf 0 Inf Absent Absent
"Apis mellifera caucasica" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus neoformans var. grubii C23" 1 0 Inf 0 454894 Absent Absent
"Cryptococcus neoformans var. grubii AD2-60a" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus neoformans var. grubii Bt15" 1 0 585235 0 651110 Absent Absent
"Cryptococcus neoformans var. grubii Bt1" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus neoformans var. grubii 125.91" 1 0 Inf 0 857591 Absent Absent
"Cryptococcus neoformans var. grubii A2-102-5" 1 0 Inf 0 446631 Absent Absent
"Cryptococcus neoformans var. grubii Gb118" 1 0 Inf 0 450730 Absent Absent
"Cryptococcus neoformans var. grubii Bt85" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus neoformans var. grubii Bt120" 1 0 Inf 0 457340 Absent Absent
"Cryptococcus neoformans var. grubii Tu259-1" 1 0 Inf 0 450681 Absent Absent
"Cryptococcus neoformans var. grubii Tu401-1" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus neoformans var. grubii Bt63" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus neoformans var. grubii Th84" 1 0 Inf 0 203372 Absent Absent
"Cryptococcus neoformans var. grubii c8" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus neoformans var. grubii AD1-7a" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus neoformans var. grubii MW-RSA36" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus neoformans var. grubii Ze90-1" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus neoformans var. grubii D17-1" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus neoformans var. grubii Br795" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus neoformans var. grubii MW-RSA1955" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus neoformans var. grubii A5-35-17" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus neoformans var. grubii CHC193" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus neoformans var. grubii AD1-83a" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus neoformans var. grubii A1-35-8" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus neoformans var. grubii c45" 1 0 Inf 0 Inf Absent Absent
"Cryptococcus neoformans var. grubii MW-RSA852" 1 0 Inf 0 Inf Absent Absent
"Camellia sinensis var. sinensis" 1 2 318 0 Inf Present Absent
"Aspergillus fumigatus" 270 0 Inf 0 Inf Absent Absent
"Fusarium oxysporum" 2 0 Inf 0 Inf Absent Absent
"Fusarium oxysporum f. sp. cubense" 1 0 Inf 0 Inf Absent Absent
"Aspergillus fumigatus A1163" 1 0 Inf 0 Inf Absent Absent
"Aspergillus fumigatus Z5" 1 0 Inf 0 Inf Absent Absent
"Fusarium oxysporum f. sp. rapae" 1 0 Inf 0 Inf Absent Absent
"Aspergillus fumigatus var. RP-2014" 1 0 Inf 0 Inf Absent Absent
"Toxoplasma gondii GT1" 1 0 Inf 0 319233 Absent Absent
"Toxoplasma gondii VEG" 1 0 Inf 0 330809 Absent Absent
"Toxoplasma gondii VAND" 1 0 Inf 0 333421 Absent Absent
"Toxoplasma gondii GAB2-2007-GAL-DOM2" 1 0 Inf 0 321531 Absent Absent
"Toxoplasma gondii p89" 1 0 Inf 0 Inf Absent Absent
"Toxoplasma gondii ARI" 1 0 1717903 0 321093 Absent Absent
"Toxoplasma gondii MAS" 1 0 Inf 0 Inf Absent Absent
"Toxoplasma gondii TgCatPRC2" 1 0 Inf 0 335251 Absent Absent
"Toxoplasma gondii FOU" 1 0 Inf 0 334177 Absent Absent
"Toxoplasma gondii RUB" 1 0 Inf 0 336633 Absent Absent
"Neurospora crassa" 1 0 Inf 0 Inf Absent Absent
"Pyricularia oryzae P131" 1 0 Inf 0 Inf Absent Absent
"Pyricularia oryzae Y34" 1 0 Inf 0 Inf Absent Absent
"Cucumis melo var. makuwa" 2 4 8714 0 Inf Present Absent
"Aspergillus niger ATCC 1015" 1 0 Inf 0 Inf Absent Absent
"Aspergillus niger ATCC 13496" 1 0 Inf 0 Inf Absent Absent
"Aspergillus flavus AF70" 1 0 Inf 0 Inf Absent Absent
"Beauveria bassiana" 4 0 3833179 0 3814457 Absent Absent
"Beauveria bassiana D1-5" 1 0 Inf 0 Inf Absent Absent
"Cannabis sativa" 2 4 288 0 Inf Present Absent
"Marchantia polymorpha subsp. ruderalis" 2 4 486 0 14440481 Present Absent
"Botrytis cinerea T4" 1 0 Inf 0 Inf Absent Absent
"Botrytis cinerea BcDW1" 1 0 Inf 0 114486 Absent Absent
"Trypanosoma cruzi Dm28c" 1 0 Inf 0 Inf Absent Absent
"Trypanosoma cruzi cruzi" 2 0 Inf 0 30090 Absent Absent
"Aspergillus oryzae" 5 0 Inf 0 63210 Absent Absent
"Aspergillus oryzae 3.042" 1 0 Inf 0 Inf Absent Absent
"Aspergillus oryzae 100-8" 1 0 Inf 0 63210 Absent Absent
"Aspergillus oryzae var. brunneus" 1 0 Inf 0 66326 Absent Absent
"Trichoderma reesei RUT C-30" 1 0 724277 0 Inf Absent Absent
"Verticillium dahliae" 6 0 Inf 0 Inf Absent Absent
"Verticillium dahliae VDG2" 1 0 1089131 0 476202 Absent Absent
"Verticillium dahliae VDG1" 1 0 Inf 0 Inf Absent Absent
"Schistosoma japonicum" 2 0 Inf 0 Inf Absent Absent
"Plutella xylostella" 2 0 19585 0 Inf Absent Absent
"Plasmodium vivax Mauritania I" 1 0 Inf 0 Inf Absent Absent
"Plasmodium vivax Brazil I" 1 0 Inf 0 Inf Absent Absent
"Plasmodium vivax North Korean" 1 0 Inf 0 Inf Absent Absent
"Plasmodium vivax India VII" 1 0 Inf 0 Inf Absent Absent
"Gossypium barbadense" 2 0 Inf 0 Inf Absent Absent
"Candida tropicalis" 1 0 Inf 0 1468197 Absent Absent
"Phytophthora infestans" 3 0 Inf 0 Inf Absent Absent
"Rhizoctonia solani AG-1 IA" 1 0 Inf 0 Inf Absent Absent
"Rhizoctonia solani AG-3 Rhs1AP" 1 0 527807 0 50959 Absent Absent
"Rhizoctonia solani AG-1 IB" 2 0 Inf 0 Inf Absent Absent
"Rhizoctonia solani AG-8 WAC10335" 1 0 Inf 0 130719 Absent Absent
"Rhizoctonia solani 123E" 1 0 Inf 0 Inf Absent Absent
"Trichoderma harzianum" 5 0 Inf 0 Inf Absent Absent
"Mytilus galloprovincialis" 4 0 Inf 0 Inf Absent Absent
"Apis cerana cerana" 1 0 Inf 0 Inf Absent Absent
"Entamoeba histolytica" 1 0 116540 0 339807 Absent Absent
"Entamoeba histolytica HM-1:IMSS-A" 1 0 Inf 0 Inf Absent Absent
"Entamoeba histolytica KU27" 1 0 Inf 0 Inf Absent Absent
"Entamoeba histolytica HM-1:IMSS-B" 1 0 Inf 0 Inf Absent Absent
"Entamoeba histolytica HM-3:IMSS" 1 0 Inf 0 Inf Absent Absent
"Giardia lamblia P15" 1 0 Inf 0 Inf Absent Absent
"Penicillium oxalicum 114-2" 1 0 541303 0 1781424 Absent Absent
"Rhodotorula toruloides" 2 0 Inf 0 54182 Absent Absent
"Arabidopsis lyrata" 1 2 6647 0 11051516 Present Absent
"Pleurotus ostreatus PC15" 1 0 442223 0 981860 Absent Absent
"Rhodotorula mucilaginosa" 1 0 Inf 0 Inf Absent Absent
"Diaphorina citri" 4 0 Inf 0 7047690 Absent Absent
"Aspergillus terreus" 3 0 1200004 0 610405 Absent Absent
"Plasmodium yoelii 17X" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum gloeosporioides 23" 1 0 Inf 0 Inf Absent Absent
"Laodelphax striatellus" 1 0 Inf 0 1846739 Absent Absent
"Chlorella sorokiniana" 1 0 Inf 0 941968 Absent Absent
"Trichophyton rubrum" 2 0 Inf 0 Inf Absent Absent
"Trichophyton rubrum CBS 735.88" 1 0 Inf 0 Inf Absent Absent
"Trichophyton rubrum MR1459" 1 0 Inf 0 Inf Absent Absent
"Trichophyton rubrum MR850" 1 0 Inf 0 Inf Absent Absent
"Trichophyton rubrum D6" 1 0 Inf 0 Inf Absent Absent
"Trichophyton rubrum CBS 202.88" 1 0 Inf 0 Inf Absent Absent
"Trichophyton rubrum MR1448" 1 0 Inf 0 Inf Absent Absent
"Trichophyton rubrum CBS 288.86" 1 0 Inf 0 Inf Absent Absent
"Aureobasidium pullulans" 55 0 158629 0 35178 Absent Absent
"Phytophthora capsici" 1 0 Inf 0 Inf Absent Absent
"Coprinopsis cinerea AmutBmut pab1-1" 1 0 Inf 0 523437 Absent Absent
"Ophiocordyceps sinensis CO18" 1 0 Inf 0 Inf Absent Absent
"Perilla frutescens var. frutescens" 2 4 285 0 Inf Present Absent
"Puccinia striiformis" 2 0 Inf 0 Inf Absent Absent
"Puccinia striiformis f. sp. tritici PST-130" 2 0 Inf 0 Inf Absent Absent
"Puccinia striiformis f. sp. tritici PST-78" 2 0 Inf 0 Inf Absent Absent
"Castanea mollissima" 1 0 Inf 0 Inf Absent Absent
"Rhynchophorus ferrugineus" 1 0 Inf 0 Inf Absent Absent
"Artemisia annua" 3 2 210 0 Inf Present Absent
"Orbilia oligospora" 19 0 380317 0 1321055 Absent Absent
"Schizophyllum commune Tattone D" 1 0 Inf 0 Inf Absent Absent
"Schizophyllum commune Loenen D" 1 0 Inf 0 Inf Absent Absent
"Fasciola hepatica" 1 0 Inf 0 Inf Absent Absent
"Pleurotus eryngii" 1 0 Inf 0 Inf Absent Absent
"Colletotrichum fructicola Nara gc5" 1 0 599973 0 Inf Absent Absent
"Fusarium proliferatum" 3 0 347635 0 133387 Absent Absent
"Macrophomina phaseolina" 1 0 Inf 0 237101 Absent Absent
"Metarhizium anisopliae" 1 0 Inf 0 Inf Absent Absent
"Aspergillus parasiticus" 1 0 Inf 0 Inf Absent Absent
"Metarhizium acridum" 2 0 Inf 0 Inf Absent Absent
"Macrophomina phaseolina MS6" 1 0 Inf 0 Inf Absent Absent
"Aspergillus parasiticus SU-1" 1 0 Inf 0 Inf Absent Absent
"Metarhizium anisopliae ARSEF 549" 1 0 Inf 0 910373 Absent Absent
"Metarhizium anisopliae BRIP 53284" 1 0 Inf 0 Inf Absent Absent
"Metarhizium anisopliae BRIP 53293" 1 0 Inf 0 Inf Absent Absent
"Histoplasma capsulatum H143" 2 0 1465100 0 2268415 Absent Absent
"Phytophthora ramorum" 2 0 737417 0 Inf Absent Absent
"Colocasia esculenta" 1 2 291 0 Inf Present Absent
"Pythium insidiosum" 3 0 Inf 0 44940 Absent Absent
"Plenodomus lingam" 1 0 Inf 0 Inf Absent Absent
"Penicillium digitatum PHI26" 1 0 Inf 0 Inf Absent Absent
"Puccinia triticina 1-1 BBBD Race 1" 1 0 Inf 0 Inf Absent Absent
"Psidium guajava" 1 2 288 0 Inf Present Absent
"Phytophthora cactorum" 33 0 112850 0 87518 Absent Absent
"Aspergillus cristatus" 1 0 2395655 0 1057728 Absent Absent
"Fasciola gigantica" 1 0 Inf 0 Inf Absent Absent
"Batrachochytrium dendrobatidis" 3 0 808338 0 Inf Absent Absent
"Batrachochytrium dendrobatidis JEL423" 1 0 848255 0 331164 Absent Absent
"Mucor circinelloides 1006PhL" 1 0 Inf 0 Inf Absent Absent
"Mytilus edulis" 7 0 Inf 0 32048 Absent Absent
"Rhizopus arrhizus" 40 0 Inf 0 10551 Absent Absent
"Rhizopus microsporus" 11 0 Inf 0 Inf Absent Absent
"Mortierella alpina" 6 0 Inf 0 198554 Absent Absent
"Aspergillus luchuensis IFO 4308" 1 0 316358 0 Inf Absent Absent
"Brettanomyces bruxellensis AWRI1499" 1 0 Inf 0 Inf Absent Absent
"Aspergillus tubingensis CBS 134.48" 1 0 318663 0 Inf Absent Absent
"Aspergillus luchuensis CBS 106.47" 1 0 320575 0 Inf Absent Absent
"Cryptococcus gattii NT-10" 1 0 Inf 0 Inf Absent Absent
"Coccidioides posadasii RMSCC 3488" 1 0 949263 0 1958959 Absent Absent
"Wolfiporia cocos MD-104 SS10" 1 0 Inf 0 594724 Absent Absent
"Rhizopus microsporus var. microsporus" 1 0 Inf 0 Inf Absent Absent
"Hypsizygus marmoreus" 1 0 382942 0 Inf Absent Absent
"Exophiala dermatitidis" 32 0 2013698 0 899961 Absent Absent
"Clonostachys rosea" 1 0 Inf 0 Inf Absent Absent
"Fusarium odoratissimum" 1 0 Inf 0 Inf Absent Absent
"Plasmodium knowlesi" 1 0 797341 0 138588 Absent Absent
"Oryza meyeriana var. granulata" 1 2 321 0 932491 Present Absent
"Corynespora cassiicola Philippines" 1 0 Inf 0 Inf Absent Absent
"Clonostachys rosea f. rosea IK726" 1 0 Inf 0 Inf Absent Absent
"Mytilus coruscus" 4 0 Inf 8 0 Absent Present
"Rosellinia necatrix" 1 0 Inf 0 Inf Absent Absent
"Penicillium italicum" 1 0 Inf 0 Inf Absent Absent
"Homalodisca vitripennis" 1 0 Inf 0 Inf Absent Absent
"Plasmodiophora brassicae" 1 0 Inf 0 Inf Absent Absent
"Aureobasidium melanogenum" 79 0 34920 0 Inf Absent Absent
"Colletotrichum higginsianum" 4 0 482841 0 464902 Absent Absent
"Blumeria hordei" 1 0 Inf 0 Inf Absent Absent
"Rhizopus delemar" 13 0 Inf 0 10598 Absent Absent
"Puccinia graminis f. sp. tritici" 5 0 Inf 0 3269019 Absent Absent
"Coccidioides immitis" 1 0 667730 0 1404103 Absent Absent
"Trichosporon asahii var. asahii CBS 8904" 1 0 Inf 0 168100 Absent Absent
"Volvariella volvacea WC 439" 1 0 Inf 0 Inf Absent Absent
"Blumeria hordei DH14" 1 0 Inf 0 Inf Absent Absent
"Coccidioides immitis H538.4" 1 0 Inf 0 Inf Absent Absent
"Coccidioides immitis RMSCC 3703" 1 0 Inf 0 Inf Absent Absent
"Eschrichtius robustus" 2 0 Inf 4 4279 Absent Present
"Fusarium equiseti" 2 0 Inf 0 890172 Absent Absent
"Enterocytozoon hepatopenaei" 1 0 Inf 0 Inf Absent Absent
"Sporisorium scitamineum" 2 0 Inf 0 202427 Absent Absent
"Venturia inaequalis" 4 0 Inf 0 Inf Absent Absent
"Brachionus calyciflorus" 1 0 Inf 0 Inf Absent Absent
"Brachionus plicatilis" 1 0 Inf 0 Inf Absent Absent
"Pneumocystis jirovecii" 2 0 Inf 0 Inf Absent Absent
"Mucuna pruriens" 1 2 9077 0 Inf Present Absent
"Zygosaccharomyces bailii" 1 0 Inf 0 153652 Absent Absent
"Sordaria macrospora" 1 0 Inf 0 Inf Absent Absent
